,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,261.0,25.0,47.0,320.0,61.0,159.0,78.0,281.0,13.0,192.0,39.0,280.0,122.0,48.0,0.0,530.0,98.0,0.0,55.0,36.0,60.0,87.0,0.0,112.0,32.0,47.0,43.0,63.0,20.0,197.0,1701.0,1425.0,0.0,0.0,590.0,25.0
hashrate,0.004139259259259259,0.0003964807719596992,0.0007453838512842344,0.005074953881084149,0.000967413083581666,0.0025216177096636866,0.0012370200085142615,0.004456443876827019,0.00020617000141904358,0.0030449723286504896,0.0006185100042571307,0.0044405846459486305,0.001934826167163332,0.0007612430821626224,0.0,0.008405392365545623,0.0015542046260820206,0.0,0.0008722576983113382,0.0005709323116219669,0.0009515538527032779,0.001379753086419753,0.0,0.0017762338583794523,0.0005074953881084149,0.0007453838512842344,0.0006819469277706826,0.0009991315453384418,0.00031718461756775933,0.0031242684830424293,0.02697655172413793,0.022599404001702853,0.0,0.0,0.0093569462182489,0.0003964807719596992
