,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,256.0,25.0,48.0,304.0,48.0,175.0,87.0,291.0,11.0,199.0,38.0,238.0,131.0,50.0,0.0,560.0,29.0,0.0,42.0,35.0,29.0,73.0,0.0,122.0,42.0,49.0,43.0,42.0,33.0,170.0,1199.0,1499.0,0.0,0.0,594.0,21.0
hashrate,0.004220465833718957,0.0004121548665741169,0.0007913373438223045,0.0050118031775412625,0.0007913373438223045,0.0028850840660188184,0.001434298935677927,0.004797482646922722,0.00018134814129261147,0.0032807527379299707,0.0006264753971926578,0.003923714329785593,0.002159691500848373,0.0008243097331482338,0.0,0.00923226901126022,0.0004780996452259756,0.0,0.0006924201758445165,0.0005770168132037637,0.0004780996452259756,0.0012034922103964214,0.0,0.0020113157488816907,0.0006924201758445165,0.0008078235384852692,0.0007089063705074811,0.0006924201758445165,0.0005440444238778343,0.002802653092703995,0.019766947400894647,0.024712805799784052,0.0,0.0,0.009792799629801018,0.00034621008792225824
