,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,260.0,37.0,0.0,323.0,56.0,235.0,90.0,230.0,17.0,206.0,39.0,262.0,111.0,58.0,569.0,69.0,56.0,35.0,41.0,76.0,121.0,43.0,37.0,48.0,64.0,35.0,189.0,1191.0,1506.0,566.0,22.0,41.0
hashrate,0.004532066938037088,0.000644947987336047,0.0,0.005630221619176843,0.0009761374943464496,0.004096291270918136,0.0015687924016282227,0.004009136137494347,0.0002963274536408865,0.0035907914970601537,0.0006798100407055631,0.004566928991406603,0.0019348439620081412,0.0010109995477159657,0.009918254183627318,0.001202740841248304,0.0009761374943464496,0.000610085933966531,0.0007146720940750791,0.0013247580280416101,0.0021091542288557215,0.0007495341474445952,0.000644947987336047,0.0008366892808683854,0.0011155857078245137,0.000610085933966531,0.0032944640434192673,0.02076035278154681,0.02625112618724559,0.009865961103573044,0.00038348258706467664,0.0007146720940750791
