,DualDragon,Niu,Fish,doctor,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,QYH,coolmoon,laoer,hhhh,linda,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,duke,yohen,laopika,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,240.0,23.0,42.0,0.0,317.0,61.0,175.0,494.0,279.0,18.0,490.0,39.0,117.0,124.0,0.0,48.0,0.0,0.0,0.0,550.0,0.0,0.0,56.0,38.0,63.0,86.0,351.0,0.0,110.0,0.0,43.0,42.0,25.0,57.0,13.0,176.0,1174.0,1425.0,0.0,0.0,565.0,19.0
hashrate,0.004909752066115703,0.0004705179063360882,0.000859206611570248,0.0,0.0064849641873278244,0.0012478953168044077,0.0035800275482093667,0.010105906336088155,0.005707586776859504,0.00036823140495867776,0.010024077134986226,0.0007978347107438017,0.002393504132231405,0.00253670523415978,0.0,0.0009819504132231405,0.0,0.0,0.0,0.011251515151515153,0.0,0.0,0.0011456088154269974,0.0007773774104683196,0.001288809917355372,0.00175932782369146,0.007180512396694215,0.0,0.0022503030303030304,0.0,0.00087966391184573,0.000859206611570248,0.0005114325068870524,0.0011660661157024796,0.0002659449035812672,0.003600484848484849,0.02401687052341598,0.029151652892561986,0.0,0.0,0.011558374655647383,0.0003886887052341598
