,DualDragon,Niu,Fish,doctor,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,QYH,coolmoon,laoer,hhhh,linda,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,duke,yohen,laopika,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,332.0,22.0,48.0,0.0,504.0,58.0,165.0,462.0,241.0,0.0,524.0,0.0,151.0,120.0,0.0,0.0,44.0,0.0,0.0,534.0,0.0,0.0,51.0,38.0,63.0,79.0,466.0,0.0,109.0,0.0,39.0,45.0,37.0,48.0,13.0,148.0,1067.0,406.0,0.0,0.0,555.0,21.0
hashrate,0.004166885758998436,0.0002761189358372457,0.0006024413145539906,0.0,0.006325633802816902,0.0007279499217527387,0.002070892018779343,0.005798497652582161,0.003024757433489828,0.0,0.006576651017214398,0.0,0.0018951799687010956,0.0015061032863849767,0.0,0.0,0.0005522378716744914,0.0,0.0,0.006702159624413146,0.0,0.0,0.0006400938967136151,0.0004769327073552426,0.0007907042253521128,0.0009915179968701096,0.00584870109546166,0.0,0.0013680438184663537,0.0,0.0004894835680751174,0.0005647887323943663,0.00046438184663536775,0.0006024413145539906,0.00016316118935837248,0.001857527386541471,0.013391768388106419,0.005095649452269171,0.0,0.0,0.006965727699530517,0.0002635680751173709
