,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,247.0,26.0,49.0,337.0,58.0,204.0,96.0,284.0,16.0,195.0,39.0,274.0,111.0,54.0,555.0,97.0,36.0,39.0,62.0,83.0,118.0,41.0,36.0,35.0,60.0,42.0,196.0,1214.0,1513.0,591.0,19.0,48.0
hashrate,0.005034789667896679,0.0005299778597785978,0.0009988044280442804,0.0068693284132841335,0.0011822583025830257,0.004158287822878229,0.0019568413284132844,0.0057889889298892985,0.00032614022140221404,0.003974833948339483,0.0007949667896678966,0.005585151291512915,0.00226259778597786,0.0011007232472324724,0.011312988929889299,0.0019772250922509226,0.0007338154981549815,0.0007949667896678966,0.0012637933579335793,0.0016918523985239853,0.0024052841328413284,0.0008357343173431734,0.0007338154981549815,0.0007134317343173432,0.0012230258302583026,0.0008561180811808119,0.003995217712177122,0.024745889298892987,0.030840634686346863,0.012046804428044282,0.00038729151291512915,0.0009784206642066422
