,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,251.0,37.0,46.0,320.0,54.0,166.0,503.0,284.0,14.0,544.0,37.0,164.0,128.0,51.0,0.0,557.0,0.0,0.0,50.0,41.0,64.0,84.0,0.0,115.0,39.0,50.0,34.0,46.0,12.0,181.0,1210.0,1536.0,0.0,0.0,548.0,20.0
hashrate,0.004191134149735597,0.0006178165878096299,0.0007680962983579184,0.005343278597272475,0.0009016782632897301,0.0027718257723350964,0.008398966045087672,0.004742159755079321,0.0002337684386306708,0.009083573615363208,0.0006178165878096299,0.0027384302811021433,0.0021373114389089897,0.0008515850264403007,0.0,0.009300644308377402,0.0,0.0,0.0008348872808238242,0.0006846075702755358,0.0010686557194544948,0.0014026106317840245,0.0,0.0019202407458947955,0.0006512120790425829,0.0008348872808238242,0.0005677233509602005,0.0007680962983579184,0.0002003729473977178,0.0030222919565822434,0.020204272195936547,0.025647737266907878,0.0,0.0,0.009150364597829114,0.0003339549123295297
