,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,122.0,29.0,48.0,332.0,63.0,236.0,92.0,280.0,20.0,189.0,38.0,284.0,124.0,58.0,560.0,70.0,45.0,34.0,66.0,91.0,125.0,43.0,47.0,42.0,48.0,31.0,196.0,1085.0,1523.0,576.0,12.0,44.0
hashrate,0.00036136426064397985,8.589806195635587e-05,0.0001421761025484511,0.0009833847092934533,0.00018660613459484208,0.0006990325041965512,0.0002725041965511979,0.0008293605981992979,5.9240042728521285e-05,0.0005598184037845261,0.00011255608118419044,0.0008412086067450023,0.00036728826491683197,0.00017179612391271174,0.0016587211963985959,0.00020734014954982449,0.0001332900961391729,0.00010070807263848618,0.00019549214100412024,0.0002695421944147719,0.00037025026705325806,0.00012736609186632077,0.00013921410041202505,0.0001244040897298947,0.0001421761025484511,9.182206622920799e-05,0.0005805524187395087,0.00321377231802228,0.004511129253776896,0.0017061132305814129,3.554402563711278e-05,0.00013032809400274683
