,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,250.0,27.0,58.0,303.0,45.0,235.0,85.0,271.0,18.0,156.0,35.0,265.0,142.0,63.0,545.0,81.0,18.0,39.0,58.0,82.0,82.0,35.0,48.0,37.0,67.0,11.0,195.0,1201.0,1551.0,553.0,24.0,42.0
hashrate,0.0015271066143159168,0.000164927514346119,0.00035428873452129266,0.001850853216550891,0.000274879190576865,0.0014354802174569616,0.0005192162488674117,0.0016553835699184536,0.00010995167623074599,0.0009529145273331319,0.00021379492600422833,0.0016187330111748716,0.0008673965569314406,0.000384830866807611,0.0033290924192086986,0.000494782543038357,0.00010995167623074599,0.00023822863183328298,0.00035428873452129266,0.0005008909694956206,0.0005008909694956206,0.00021379492600422833,0.000293204469948656,0.00022601177891875567,0.0004092645726366657,6.719269102990034e-05,0.0011911431591664148,0.007336220175173663,0.009474169435215948,0.0033779598308668075,0.000146602234974328,0.000256553911205074
