,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,245.0,26.0,26.0,396.0,61.0,231.0,87.0,272.0,13.0,156.0,39.0,253.0,130.0,35.0,568.0,0.0,0.0,36.0,60.0,89.0,87.0,37.0,46.0,39.0,62.0,33.0,194.0,1214.0,1523.0,566.0,18.0,41.0
hashrate,0.004014977973568283,0.00042607929515418505,0.00042607929515418505,0.006489515418502203,0.0009996475770925111,0.003785550660792952,0.001425726872246696,0.004457444933920705,0.00021303964757709253,0.00255647577092511,0.0006391189427312775,0.004146079295154185,0.0021303964757709254,0.0005735682819383261,0.00930819383259912,0.0,0.0,0.0005899559471365639,0.0009832599118942732,0.0014585022026431717,0.001425726872246696,0.0006063436123348018,0.0007538325991189428,0.0006391189427312775,0.001016035242290749,0.0005407929515418503,0.0031792070484581497,0.019894625550660794,0.0249584140969163,0.009275418502202645,0.00029497797356828196,0.0006718942731277533
