,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,237.0,26.0,60.0,336.0,59.0,169.0,89.0,278.0,17.0,187.0,39.0,272.0,125.0,51.0,0.0,566.0,94.0,0.0,58.0,39.0,62.0,83.0,0.0,115.0,36.0,49.0,45.0,48.0,26.0,197.0,1015.0,1430.0,0.0,0.0,592.0,18.0
hashrate,0.000378875038952945,4.1564350264880045e-05,9.591773138049241e-05,0.0005371392957307575,9.431910252415087e-05,0.0002701682767217203,0.0001422779682143971,0.0004444188220629482,2.7176690557806184e-05,0.000298943596135868,6.234652539732007e-05,0.00043482704892489895,0.00019982860704269252,8.153007167341856e-05,0.0,0.0009048239326893117,0.00015027111249610477,0.0,9.272047366780934e-05,6.234652539732007e-05,9.91149890931755e-05,0.00013268619507634784,0.0,0.00018384231847927714,5.755063882829545e-05,7.833281396073546e-05,7.19382985353693e-05,7.673418510439393e-05,4.1564350264880045e-05,0.00031492988469928343,0.001622608289186663,0.0022860392645684025,0.0,0.0,0.0009463882829541919,2.8775319414147724e-05
