,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,244.0,32.0,52.0,330.0,31.0,172.0,85.0,278.0,15.0,190.0,38.0,276.0,123.0,46.0,0.0,542.0,91.0,0.0,57.0,35.0,60.0,85.0,0.0,118.0,37.0,46.0,41.0,60.0,20.0,192.0,660.0,1183.0,0.0,0.0,565.0,21.0
hashrate,0.004261156331877729,0.000558840174672489,0.0009081152838427947,0.005763039301310044,0.0005413764192139737,0.0030037659388646287,0.001484419213973799,0.004854924017467249,0.0002619563318777293,0.0033181135371179037,0.0006636227074235808,0.0048199965065502184,0.0021480419213973797,0.0008033327510917031,0.0,0.009465355458515285,0.0015892017467248908,0.0,0.0009954340611353712,0.000611231441048035,0.001047825327510917,0.001484419213973799,0.0,0.0020607231441048036,0.0006461589519650655,0.0008033327510917031,0.0007160139737991267,0.001047825327510917,0.0003492751091703057,0.0033530410480349343,0.011526078602620088,0.02065962270742358,0.0,0.0,0.009867021834061135,0.00036673886462882093
