,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan,linda
hashrate,260.0,27.0,36.0,332.0,57.0,203.0,84.0,288.0,22.0,203.0,39.0,268.0,113.0,64.0,0.0,561.0,83.0,0.0,56.0,36.0,68.0,84.0,0.0,121.0,41.0,27.0,35.0,55.0,42.0,186.0,1201.0,1515.0,0.0,0.0,600.0,17.0,45.0
hashrate,0.004774412764071502,0.0004958044024228098,0.0006610725365637464,0.006096557837198995,0.0010466981828925986,0.0037277145811789036,0.0015425025853154084,0.005288580292509971,0.00040398877234451173,0.0037277145811789036,0.0007161619146107253,0.004921317772196779,0.0020750332397695376,0.001175240065002216,0.0,0.010301713694785048,0.0015241394592997487,0.0,0.001028335056876939,0.0006610725365637464,0.0012486925690648545,0.0015425025853154084,0.0,0.002221938247894814,0.0007528881666420445,0.0004958044024228098,0.0006427094105480868,0.0010099719308612792,0.0007712512926577042,0.00341554143891269,0.022054114344807207,0.02782013591372433,0.0,0.0,0.011017875609395775,0.00031217314226621363,0.0008263406707046832
