,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,246.0,27.0,42.0,289.0,62.0,168.0,86.0,277.0,12.0,199.0,39.0,151.0,122.0,53.0,0.0,549.0,0.0,0.0,56.0,35.0,63.0,86.0,0.0,113.0,32.0,45.0,38.0,52.0,31.0,185.0,1210.0,1068.0,0.0,0.0,523.0,21.0
hashrate,0.004405408163265306,0.00048352040816326537,0.0007521428571428571,0.00517545918367347,0.0011103061224489795,0.0030085714285714286,0.0015401020408163265,0.004960561224489796,0.0002148979591836735,0.0035637244897959186,0.0006984183673469388,0.0027041326530612246,0.0021847959183673472,0.0009491326530612246,0.0,0.00983158163265306,0.0,0.0,0.001002857142857143,0.0006267857142857143,0.0011282142857142858,0.0015401020408163265,0.0,0.002023622448979592,0.0005730612244897959,0.0008058673469387755,0.0006805102040816326,0.0009312244897959185,0.0005551530612244897,0.003313010204081633,0.02166887755102041,0.01912591836734694,0.0,0.0,0.009365969387755102,0.0003760714285714286
