,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,255.0,17.0,49.0,332.0,63.0,169.0,89.0,275.0,16.0,194.0,37.0,122.0,124.0,53.0,0.0,559.0,0.0,0.0,56.0,39.0,62.0,72.0,0.0,118.0,39.0,44.0,41.0,62.0,37.0,189.0,1181.0,1453.0,0.0,0.0,577.0,21.0
hashrate,0.0042226713947990544,0.00028151142631993695,0.0008114152876280535,0.00549775256107171,0.0010432482269503547,0.0027985547675334907,0.0014737951142631993,0.004553861308116627,0.0002649519306540583,0.0032125421591804567,0.0006127013396375098,0.0020202584712371947,0.002053377462568952,0.0008776532702915681,0.0,0.009256758077226162,0.0,0.0,0.0009273317572892041,0.0006458203309692671,0.001026688731284476,0.0011922836879432624,0.0,0.00195402048857368,0.0006458203309692671,0.0007286178092986603,0.0006789393223010243,0.001026688731284476,0.0006127013396375098,0.0031297446808510637,0.019556764381402678,0.02406094720252167,0.0,0.0,0.009554828999211978,0.00034774940898345155
