,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,253.0,25.0,28.0,331.0,56.0,217.0,75.0,282.0,14.0,166.0,38.0,267.0,126.0,60.0,569.0,0.0,0.0,41.0,67.0,70.0,114.0,39.0,45.0,40.0,66.0,33.0,184.0,1194.0,1519.0,570.0,22.0,42.0
hashrate,0.004009082862810927,0.00039615443308408364,0.00044369296505417365,0.005245084694033267,0.0008873859301083473,0.0034386204791698456,0.0011884632992522509,0.004468622005188464,0.00022184648252708683,0.0026304654356783153,0.0006021547382878071,0.004230929345338013,0.0019966183427437816,0.0009507706394018007,0.009016474896993743,0.0,0.0,0.0006496932702578972,0.001061693880665344,0.001109232412635434,0.0018064642148634214,0.0006180009156111704,0.0007130779795513506,0.0006338470929345338,0.0010458477033419807,0.0005229238516709904,0.0029156966274988556,0.018920335724095835,0.024070343354188922,0.009032321074317107,0.0003486159011139936,0.0006655394475812605
