,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,laoer,jibber,hydra,wuwuwu,hmm,reve,whbscnbiot,steve,yang,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,ayaaya,ragnarok,josuke,tianxuan
hashrate,246.0,12.0,47.0,329.0,61.0,179.0,501.0,291.0,21.0,506.0,38.0,154.0,132.0,60.0,0.0,570.0,0.0,0.0,14.0,34.0,59.0,87.0,0.0,113.0,38.0,50.0,37.0,91.0,16.0,153.0,1224.0,1422.0,0.0,0.0,287.0,23.0
hashrate,0.005789236203090508,0.000282401766004415,0.0011060735835172922,0.007742515084621045,0.001435542310522443,0.004212493009565857,0.011790273730684326,0.006848242825607064,0.0004942030905077262,0.011907941133186165,0.0008942722590139808,0.0036241559970566595,0.003106419426048565,0.0014120088300220751,0.0,0.013414083885209713,0.0,0.0,0.0003294687270051508,0.0008001383370125092,0.0013884753495217073,0.002047412803532009,0.0,0.0026592832965415744,0.0008942722590139808,0.001176674025018396,0.000870738778513613,0.0021415467255334808,0.0003765356880058867,0.003600622516556291,0.02880498013245033,0.03346460927152318,0.0,0.0,0.006754108903605591,0.000541270051508462
