,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,241.0,23.0,44.0,327.0,55.0,228.0,89.0,282.0,14.0,154.0,34.0,263.0,124.0,50.0,562.0,0.0,56.0,40.0,60.0,83.0,98.0,33.0,27.0,31.0,53.0,43.0,190.0,1220.0,1522.0,448.0,18.0,45.0
hashrate,0.004061952919312373,0.00038765525785968715,0.0007416013628620102,0.005511446492179031,0.0009270017035775128,0.0038428434257395078,0.0015000573021527026,0.004752990552888338,0.0002359640700015487,0.002595604770017036,0.0005730555985751897,0.004432753600743379,0.002089967477156574,0.0008427288214341025,0.009472271952919312,0.0,0.0009438562800061948,0.000674183057147282,0.001011274585720923,0.00139892984358061,0.001651748490010841,0.0005562010221465076,0.0004550735635744153,0.0005224918692891435,0.0008932925507201487,0.0007247467864333281,0.0032023695214495893,0.0205625832429921,0.02565266532445408,0.007550850240049559,0.00030338237571627693,0.0007584559392906922
