,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda
hashrate,238.0,58.0,47.0,308.0,52.0,230.0,87.0,276.0,15.0,156.0,36.0,275.0,125.0,58.0,539.0,111.0,54.0,40.0,61.0,85.0,88.0,36.0,51.0,43.0,63.0,8.0,194.0,1196.0,1527.0,567.0,16.0,40.0
hashrate,0.004071296407185628,0.0009921646706586827,0.0008039955089820359,0.005268736526946107,0.0008895269461077844,0.003934446107784431,0.001488247005988024,0.004721335329341317,0.0002565943113772455,0.0026685808383233533,0.0006158263473053892,0.0047042290419161675,0.0021382859281437122,0.0009921646706586827,0.009220288922155687,0.0018987979041916166,0.0009237395209580839,0.000684251497005988,0.0010434835329341317,0.0014540344311377246,0.0015053532934131736,0.0006158263473053892,0.0008724206586826346,0.0007355703592814371,0.001077696107784431,0.0001368502994011976,0.003318619760479042,0.020459119760479042,0.02612130089820359,0.009699264970059879,0.0002737005988023952,0.000684251497005988
